geoid,Excess Housing Costs,Married Couple HH,Single Male HH,Single Female HH,Poverty,With Insurance,Without Insurance,Edu <9th Grade,"Education 9th to 12th Grade, No Diploma (2020-2024)",Edu High School,Edu Some College,Edu Associate,Edu Bachelors,Edu Graduate,Lead Paint EJI,Drinking Water NC,Drinking Water EJI,MH Providers Male,MH Providers Female,MH Providers Total,Total HC Workers,MH Provider Ratio,Poor Mental Health %,City,pop_proxy,weight_norm,poverty_rate,housing_cost_rate,grad_edu_rate,married_hh_rate,single_female_hh_rate,uninsured_rate
1202615,10994.4461,13451.3012,1738.2457,3537.8528,5103.6966,64454.0387,6380.6292,1174.3404,1218.6632,9707.8481,8257.4017,5576.3875,13656.5301,9280.5462,13.9147,0.0841,37.1583,42,156,199,2647,358.45,15.3968,Orlando,70834.6679,0.11229574332045708,0.07204981263401061,0.1552105941249973,0.131015157690071,0.18989446417007666,0.049944511075895426,0.09007650226447572
1202619,8220.0845,8089.0706,815.4574,2815.3585,5600.8576,47468.9882,4855.3093,1021.3133,1057.1592,6372.9801,5203.8289,3435.2599,10998.5624,9580.4831,32.4972,0.0186,21.4808,76,231,308,6177,170.81,16.7587,Orlando,52324.2975,0.08295084957239186,0.1070391926581975,0.15709580055421568,0.18309467041252847,0.15459196576952094,0.053804921032699335,0.0927908589530714
1253000,58550.0,46035.0,7701.0,20171.0,46434.0,273249.0,43958.0,7354.0,10322.0,51119.0,36144.0,24634.0,59228.0,36721.0,42.616,0.0262,19.5719,529,1750,2285,32901,139.94,17.3,Orlando,317207.0,0.5028751726730722,0.1463834455625331,0.1845792035509823,0.11576315855842223,0.14512559582356058,0.06358919068875943,0.13857784166855816
4201618,24722.2555,17474.6831,3513.8375,13137.2467,28544.5654,149334.1304,6745.4053,1645.1299,6319.0932,28962.4262,22339.4806,6721.5336,24672.8685,20118.8525,160.9524,0.0,0.0,72,164,237,2525,664.04,18.3001,Philadelphia,156079.5357,0.049783802317057084,0.18288356887027266,0.15839422506543843,0.12890045776540732,0.11195939981643718,0.0841696669035715,0.04321746635317321
4204146,21097.3538,21190.4359,4110.5717,13093.9547,32789.2617,143125.2267,14090.7114,8190.6011,9841.429,40447.1479,17497.4707,8030.8801,13932.9926,10053.3202,143.375,0.0,0.0,26,47,73,1915,2182.83,19.362,Philadelphia,157215.9381,0.05014627413106203,0.20856061755345942,0.1341926261569904,0.06394552852572061,0.1347846876811806,0.08328590327634679,0.08962591162434043
4200697,22276.4349,30490.0726,2930.4168,7987.1962,20303.2601,149091.7015,10225.1037,5162.9582,6342.8092,39556.8885,17618.9083,10347.8945,23194.8097,14067.4137,66.3664,0.0,0.0,55,166,222,3856,724.48,16.4547,Philadelphia,159316.8052,0.05081637576822886,0.12743873840411152,0.13982388768182705,0.08829781255359648,0.19137893948340684,0.05013373232184095,0.06418054584146379
4201615,27977.9327,14032.2941,2932.5266,12410.8508,41143.1374,148260.0226,8580.3348,3427.23,7117.7255,25504.3901,15576.9101,5333.7948,24873.8213,25417.0965,158.3953,0.0,0.0,141,300,443,6762,355.7,20.6327,Philadelphia,156840.3574,0.05002647729005373,0.26232326780410786,0.17838364296125378,0.16205608597978124,0.08946807355290078,0.07912996294942803,0.0547070934748235
4201605,24856.3544,15889.9454,4227.0688,16659.5174,51573.7583,143548.9212,17138.1113,10942.6731,12681.85,39138.3256,15393.0216,6015.4157,11243.7463,6192.3974,256.3547,0.0,0.0,149,248,397,2693,406.15,22.0369,Philadelphia,160687.0325,0.051253429381482495,0.3209558141798768,0.15468702935297934,0.0385367678205905,0.09888692488658109,0.1036761552233207,0.10665455935556371
4204156,24228.8658,22418.7716,3072.3333,7322.8829,21239.2175,140198.3155,11243.8269,6089.5281,5625.8611,20656.4422,12168.8379,5502.1463,37863.6997,30207.5991,113.31,0.0,0.0,164,332,498,10736,307.09,16.5755,Philadelphia,151442.1424,0.04830463933596395,0.14024548859334812,0.15998654951311944,0.19946495180490917,0.1480342473400763,0.0483540078735186,0.07424454301339167
4204155,25461.7441,19516.5751,3102.9075,10358.5708,25468.5756,140796.5149,8869.8799,4348.3537,5566.4763,25812.215,15791.2695,6541.3753,28403.7664,24903.2851,148.525,0.0,0.0,118,303,421,3482,356.32,17.4928,Philadelphia,149666.3948,0.04773823921767228,0.17016782869798439,0.17012218415389962,0.16639085041386717,0.13039964466596032,0.06921060404533746,0.05926394263662295
4201613,29402.6428,10448.9758,2348.6316,13742.5213,38562.2557,138969.4017,9626.8778,2556.4863,6313.3189,28616.2772,16853.9024,5637.1634,18241.1788,13296.6889,210.6764,0.0,0.0,227,361,590,16796,254.66,21.583,Philadelphia,148596.27949999998,0.04739691062316608,0.259508490530609,0.197867975099773,0.08948137506110938,0.07031740981502964,0.09248164802371098,0.06478502050907332
4201607,28002.9755,15613.4981,4401.4581,15466.1683,38401.8833,153078.7298,8562.5322,4300.4423,9601.2316,35724.2209,19012.4961,8164.1909,16884.6304,18154.8171,220.9813,0.0,0.0,40,125,165,2020,989.39,19.2663,Philadelphia,161641.262,0.05155779454107916,0.2375732857536973,0.1732404332475872,0.11231479240249682,0.09659292011144958,0.09568146417055214,0.05297211319648571
4201606,24099.6943,18429.511,5136.0024,17826.9383,29937.4254,149768.2972,16301.8993,7268.5972,9821.2052,38731.3744,22766.8548,9920.999,13790.5062,9980.148,218.6538,0.0,0.0,120,177,297,3607,561.8,19.2304,Philadelphia,166070.1965,0.052970466603654974,0.18026861991085855,0.14511664158450258,0.060095598817462605,0.1109735546464856,0.10734515482340132,0.09816211145320435
4260000,252132.0,185505.0,35776.0,128006.0,327969.0,1456206.0,111385.0,53932.0,79231.0,323153.0,175021.0,72216.0,213115.0,172402.0,169.1934,0.0,0.0,1089,2266,3367,54909,469.17,18.9,Philadelphia,1567591.0,0.5000055907905794,0.20921834252790267,0.16084032069569124,0.10997887205344248,0.1183375521181532,0.08165772726576813,0.07105484080041236
4802006,18664.0288,22495.8372,2954.5277,9630.0609,18519.8805,122045.2129,20850.9409,5338.5497,5062.067,25555.7969,22062.2829,10604.89,17194.6675,8196.2235,29.4918,0.0018,0.0555,18,43,61,1894,2382.99,17.0535,San Antonio,142896.1538,0.04918716017293723,0.12960286477028488,0.13061162034145427,0.0573575000064137,0.15742676884583268,0.06739155150338622,0.1459157187216139
4801992,26447.1966,22338.1855,3593.4442,7281.6435,24763.4066,131778.1982,22284.0065,3385.1015,3382.5216,15320.1345,20207.4574,8288.9123,27749.142,21362.1747,15.138,0.0018,0.4728,195,328,524,14383,296.98,16.8105,San Antonio,154062.2047,0.05303069493235543,0.16073537252597472,0.17166458825453731,0.1386585118854145,0.14499364428708394,0.04726400125311687,0.14464197693013456
4801997,21553.5795,29170.289,2442.596,7154.1114,12077.4118,136281.4996,16282.1819,1898.1524,2897.0905,14090.891,19995.3194,9637.6232,33966.0852,23356.1069,11.8139,0.0,0.0,81,244,325,5721,475.65,14.4708,San Antonio,152563.6815,0.05251487908496443,0.07916256686184607,0.14127502701206765,0.15308986765721394,0.1911994880676233,0.04689231694820534,0.10672314024396268
4803463,19851.6931,26798.3735,3226.007,8350.0884,13865.104,129458.2685,17110.1022,3584.6849,4000.218,21050.0927,24411.3744,9576.8421,24702.049,15411.0147,27.9474,0.0,0.0,28,117,145,2439,1022.76,16.1849,San Antonio,146568.3707,0.050451196440161564,0.09459755427605175,0.13544230288490963,0.10514485138606111,0.18283747396890476,0.05697021390022247,0.11673722905600223
4802010,20739.9017,18517.3791,3201.0632,10768.6101,33809.9405,112855.8786,30263.6583,8436.3551,8969.534,30561.846,19257.3546,8526.5538,12661.4203,6047.9516,112.8344,0.0069,9.524,41,105,149,5483,1004.4,19.2748,San Antonio,143119.5369,0.049264052237750995,0.23623402505556138,0.14491212895946032,0.0422577481261531,0.12938310253082902,0.07524154347970448,0.21145573483381752
4802002,18334.2545,18313.5077,3943.8266,11203.3251,28969.8979,112613.5293,30614.7955,10347.5662,11508.8929,34020.3772,20083.1931,6217.9396,8016.8023,3355.4936,152.5384,0.0056,0.3526,20,23,43,1143,3368.31,17.936,San Antonio,143228.3248,0.04930149878700988,0.2022623365742488,0.1280062900917899,0.023427420360219418,0.12786143986625845,0.07821949252112931,0.21374669986575262
4801999,16745.2575,20353.7419,4631.4582,9732.9873,25701.429,116062.2685,28721.4366,9334.9066,10769.2089,30342.3918,19341.418,7083.0788,8697.9038,4105.1567,74.9889,0.0499,11.5312,10,19,29,1144,5073.45,18.4611,San Antonio,144783.70510000002,0.04983688576497578,0.17751480712170886,0.11565626002024434,0.028353524615494754,0.1405793649677434,0.06722386382786505,0.1983734164472874
4802008,15751.2105,13844.0306,3862.9812,11789.6655,40538.3096,100892.1943,34447.7415,15050.7301,14397.4082,31158.6791,16735.0882,4427.5721,4776.6325,2844.2431,210.6487,0.0,0.0,48,87,135,1595,1036.17,19.0683,San Antonio,135339.9358,0.046586188102073614,0.29952733339974436,0.11638171708282218,0.021015394072663122,0.102290046379301,0.08711086139837373,0.2545256636240873
4801995,20848.8919,23142.7615,3924.958,9362.2001,23111.3149,128848.2172,24532.7639,6356.1946,6498.3671,25690.2464,24016.1489,9218.1363,19935.3999,13213.2152,67.6317,0.6807,17.3715,66,128,194,2546,798.35,16.29,San Antonio,153380.9811,0.05279620678529388,0.1506781613736765,0.13592790854883538,0.08614581129569202,0.1508831828486534,0.06103846118597304,0.15994554069558828
4802012,23344.3728,18836.4866,3581.4917,7388.799,27308.8829,103820.5947,31414.0443,8651.6442,9319.9403,24888.4756,20104.8908,6036.034,14993.1267,11561.0341,154.1558,0.0,0.0,130,294,424,6861,323.04,17.0729,San Antonio,135234.639,0.046549943245724666,0.20193554821743404,0.1726199763066894,0.08548807241558566,0.13928640955362367,0.05463647788879084,0.23229116623614285
4865000,202764.0,212940.0,35382.0,92929.0,249021.0,1197464.0,256510.0,72579.0,76744.0,253411.0,207684.0,79651.0,173016.0,108668.0,83.7377,0.0762,3.9626,690,1592,2288,45181,646.78,17.2,San Antonio,1453974.0,0.5004812944467525,0.17126910710294194,0.13945494248525594,0.07473856152959989,0.14645368730549013,0.06391375367526952,0.1764198146460565
